name,start_time,end_time,report,fuel_type,fuel_price,availability,consider_availability
"fuel_ATA-TG1B_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,404,1000000,false
"fuel_ATA-TG1B_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_ATA-TG1B+0.5TV1C_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,449.43,1000000,false
"fuel_ATA-TG1B+0.5TV1C_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,381.86,1000000,false
"fuel_ATA-TG1B+0.5TV1C_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_ATA-TG1B+0.5TV1C_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.16,1000000,false
"fuel_ATA-TG1B+0.5TV1C_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,404,1000000,false
"fuel_ATA-TG1B+0.5TV1C_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_ATA-TG2A_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,449.43,1000000,false
"fuel_ATA-TG2A_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,381.86,1000000,false
"fuel_ATA-TG2A_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_ATA-TG2A_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.16,1000000,false
"fuel_ATA-TG2A_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,404,1000000,false
"fuel_ATA-TG2A_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_ATA-TG2A+0.5TV2C_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,449.43,1000000,false
"fuel_ATA-TG2A+0.5TV2C_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,381.86,1000000,false
"fuel_ATA-TG2A+0.5TV2C_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_ATA-TG2A+0.5TV2C_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.16,1000000,false
"fuel_ATA-TG2A+0.5TV2C_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,404,1000000,false
"fuel_ATA-TG2A+0.5TV2C_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_ATA-TG2A+TG2B+TV2C_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,449.43,1000000,false
"fuel_ATA-TG2A+TG2B+TV2C_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,381.86,1000000,false
"fuel_ATA-TG2A+TG2B+TV2C_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_ATA-TG2A+TG2B+TV2C_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.16,1000000,false
"fuel_ATA-TG2A+TG2B+TV2C_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,404,1000000,false
"fuel_ATA-TG2A+TG2B+TV2C_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_ATA-TG2B_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,449.43,1000000,false
"fuel_ATA-TG2B_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,381.86,1000000,false
"fuel_ATA-TG2B_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_ATA-TG2B_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.16,1000000,false
"fuel_ATA-TG2B_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,404,1000000,false
"fuel_ATA-TG2B_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_ATA-TG2B+0.5TV2C_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,449.43,1000000,false
"fuel_ATA-TG2B+0.5TV2C_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,381.86,1000000,false
"fuel_ATA-TG2B+0.5TV2C_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_ATA-TG2B+0.5TV2C_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.16,1000000,false
"fuel_ATA-TG2B+0.5TV2C_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,404,1000000,false
"fuel_ATA-TG2B+0.5TV2C_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_CANDELARIA_1_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,529,1000000,false
"fuel_CANDELARIA_1_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,533.79,1000000,false
"fuel_CANDELARIA_1_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.78,1000000,false
"fuel_CANDELARIA_1_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,498.52,1000000,false
"fuel_CANDELARIA_1_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,481.23,1000000,false
"fuel_CANDELARIA_1_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,593.59,1000000,false
"fuel_CANDELARIA_1_GNL_G",1970-01-01-00:00,2100-01-01-00:00,true,gnl,370.83,1000000,false
"fuel_CANDELARIA_1_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,583.09,1000000,false
"fuel_CANDELARIA_2_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,529,1000000,false
"fuel_CANDELARIA_2_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,533.79,1000000,false
"fuel_CANDELARIA_2_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.78,1000000,false
"fuel_CANDELARIA_2_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,498.52,1000000,false
"fuel_CANDELARIA_2_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,481.23,1000000,false
"fuel_CANDELARIA_2_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,593.59,1000000,false
"fuel_CANDELARIA_2_GNL_G",1970-01-01-00:00,2100-01-01-00:00,true,gnl,370.83,1000000,false
"fuel_CANDELARIA_2_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,583.09,1000000,false
"fuel_CMPC_CORDILLERA_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,636.86,1000000,false
"fuel_CMPC_CORDILLERA_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,557.26,1000000,false
"fuel_COLMITO_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,641.38,1000000,false
"fuel_COLMITO_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,0,1000000,false
"fuel_CORONEL_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,516.33,1000000,false
"fuel_CORONEL_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,479.08,1000000,false
"fuel_ENAP_ACONCAGUA",1970-01-01-00:00,2100-01-01-00:00,true,gnl,369.95,1000000,false
"fuel_KELAR-TG1_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,351.07,1000000,false
"fuel_KELAR-TG1_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,534.73,1000000,false
"fuel_KELAR-TG1_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,681.33,1000000,false
"fuel_KELAR-TG1_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,426.58,1000000,false
"fuel_KELAR-TG1+0.5TV_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,351.07,1000000,false
"fuel_KELAR-TG1+0.5TV_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,534.73,1000000,false
"fuel_KELAR-TG1+0.5TV_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,681.33,1000000,false
"fuel_KELAR-TG1+0.5TV_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,426.58,1000000,false
"fuel_KELAR-TG1+TG2+TV_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,351.07,1000000,false
"fuel_KELAR-TG1+TG2+TV_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,534.73,1000000,false
"fuel_KELAR-TG1+TG2+TV_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,681.33,1000000,false
"fuel_KELAR-TG1+TG2+TV_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,426.58,1000000,false
"fuel_KELAR-TG2_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,351.07,1000000,false
"fuel_KELAR-TG2_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,534.73,1000000,false
"fuel_KELAR-TG2_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,681.33,1000000,false
"fuel_KELAR-TG2_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,426.58,1000000,false
"fuel_KELAR-TG2+0.5TV_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,351.07,1000000,false
"fuel_KELAR-TG2+0.5TV_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,534.73,1000000,false
"fuel_KELAR-TG2+0.5TV_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,681.33,1000000,false
"fuel_KELAR-TG2+0.5TV_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,426.58,1000000,false
"fuel_MEJILLONES_3-TG_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,351.07,1000000,false
"fuel_MEJILLONES_3-TG_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,534.73,1000000,false
"fuel_MEJILLONES_3-TG_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,681.33,1000000,false
"fuel_MEJILLONES_3-TG_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,651.05,1000000,false
"fuel_MEJILLONES_3-TG_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,426.54,1000000,false
"fuel_MEJILLONES_3-TG_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,377.5,1000000,false
"fuel_MEJILLONES_3-TG+TV_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,351.07,1000000,false
"fuel_MEJILLONES_3-TG+TV_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,534.73,1000000,false
"fuel_MEJILLONES_3-TG+TV_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,681.33,1000000,false
"fuel_MEJILLONES_3-TG+TV_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,651.05,1000000,false
"fuel_MEJILLONES_3-TG+TV_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,426.54,1000000,false
"fuel_MEJILLONES_3-TG+TV_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,377.5,1000000,false
"fuel_NEHUENCO_1-FA_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,518.51,1000000,false
"fuel_NEHUENCO_1-FA_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,523.29,1000000,false
"fuel_NEHUENCO_1-FA_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,354.28,1000000,false
"fuel_NEHUENCO_1-FA_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,488.02,1000000,false
"fuel_NEHUENCO_1-FA_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,470.73,1000000,false
"fuel_NEHUENCO_1-FA_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,583.09,1000000,false
"fuel_NEHUENCO_1-FA_GNL_G",1970-01-01-00:00,2100-01-01-00:00,true,gnl,360.33,1000000,false
"fuel_NEHUENCO_1-TG_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,518.51,1000000,false
"fuel_NEHUENCO_1-TG_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,523.29,1000000,false
"fuel_NEHUENCO_1-TG_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,354.28,1000000,false
"fuel_NEHUENCO_1-TG_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,488.02,1000000,false
"fuel_NEHUENCO_1-TG_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,470.73,1000000,false
"fuel_NEHUENCO_1-TG_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,583.09,1000000,false
"fuel_NEHUENCO_1-TG_GNL_G",1970-01-01-00:00,2100-01-01-00:00,true,gnl,360.33,1000000,false
"fuel_NEHUENCO_1-TG_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,583.09,1000000,false
"fuel_NEHUENCO_1-TG+TV_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,518.51,1000000,false
"fuel_NEHUENCO_1-TG+TV_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,523.29,1000000,false
"fuel_NEHUENCO_1-TG+TV_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,354.28,1000000,false
"fuel_NEHUENCO_1-TG+TV_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,488.02,1000000,false
"fuel_NEHUENCO_1-TG+TV_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,470.73,1000000,false
"fuel_NEHUENCO_1-TG+TV_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,583.09,1000000,false
"fuel_NEHUENCO_1-TG+TV_GNL_G",1970-01-01-00:00,2100-01-01-00:00,true,gnl,360.33,1000000,false
"fuel_NEHUENCO_1-TG+TV_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,583.09,1000000,false
"fuel_NEHUENCO_2-TG_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,518.51,1000000,false
"fuel_NEHUENCO_2-TG_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,523.29,1000000,false
"fuel_NEHUENCO_2-TG_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,354.28,1000000,false
"fuel_NEHUENCO_2-TG_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,488.02,1000000,false
"fuel_NEHUENCO_2-TG_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,470.73,1000000,false
"fuel_NEHUENCO_2-TG_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,583.09,1000000,false
"fuel_NEHUENCO_2-TG_GNL_G",1970-01-01-00:00,2100-01-01-00:00,true,gnl,360.33,1000000,false
"fuel_NEHUENCO_2-TG_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,583.09,1000000,false
"fuel_NEHUENCO_2-TG+TV_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,518.51,1000000,false
"fuel_NEHUENCO_2-TG+TV_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,523.29,1000000,false
"fuel_NEHUENCO_2-TG+TV_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,354.28,1000000,false
"fuel_NEHUENCO_2-TG+TV_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,488.02,1000000,false
"fuel_NEHUENCO_2-TG+TV_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,470.73,1000000,false
"fuel_NEHUENCO_2-TG+TV_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,583.09,1000000,false
"fuel_NEHUENCO_2-TG+TV_GNL_G",1970-01-01-00:00,2100-01-01-00:00,true,gnl,360.33,1000000,false
"fuel_NEHUENCO_2-TG+TV_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,583.09,1000000,false
"fuel_NEHUENCO_9B_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,518.51,1000000,false
"fuel_NEHUENCO_9B_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,523.29,1000000,false
"fuel_NEHUENCO_9B_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,354.28,1000000,false
"fuel_NEHUENCO_9B_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,488.02,1000000,false
"fuel_NEHUENCO_9B_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,470.73,1000000,false
"fuel_NEHUENCO_9B_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,583.09,1000000,false
"fuel_NEHUENCO_9B_GNL_G",1970-01-01-00:00,2100-01-01-00:00,true,gnl,360.33,1000000,false
"fuel_NEHUENCO_9B_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,583.09,1000000,false
"fuel_NEWEN_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,580.05,1000000,false
"fuel_NEWEN_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,211.89,1000000,false
"fuel_NUEVA_RENCA-FA_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,384.8,1000000,false
"fuel_NUEVA_RENCA-FA_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,685.07,1000000,false
"fuel_NUEVA_RENCA-FA_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,0,1000000,false
"fuel_NUEVA_RENCA-FA_GNL_P",1970-01-01-00:00,2100-01-01-00:00,true,gnl,484.05,1000000,false
"fuel_NUEVA_RENCA-TG+TV_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,384.8,1000000,false
"fuel_NUEVA_RENCA-TG+TV_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,685.07,1000000,false
"fuel_NUEVA_RENCA-TG+TV_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,314.09,1000000,false
"fuel_NUEVA_RENCA-TG+TV_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,511.83,1000000,false
"fuel_NUEVA_RENCA-TG+TV_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,286.87,1000000,false
"fuel_NUEVA_RENCA-TG+TV_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,662.51,1000000,false
"fuel_NUEVA_RENCA-TG+TV_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,585.38,1000000,false
"fuel_NUEVA_RENCA-TG+TV_GNL_P",1970-01-01-00:00,2100-01-01-00:00,true,gnl,484.05,1000000,false
"fuel_LOS_VIENTOS_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,418.14,1000000,false
"fuel_LOS_VIENTOS_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,418.14,1000000,false
"fuel_LOS_VIENTOS_GNL_P",1970-01-01-00:00,2100-01-01-00:00,true,gnl,418.14,1000000,false
"fuel_LOS_VIENTOS_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,418.14,1000000,false
"fuel_QUINTERO_1A_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,586.93,1000000,false
"fuel_QUINTERO_1A_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,444.6,1000000,false
"fuel_QUINTERO_1A_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,349.6,1000000,false
"fuel_QUINTERO_1A_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,500.26,1000000,false
"fuel_QUINTERO_1A_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.23,1000000,false
"fuel_QUINTERO_1A_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,650.93,1000000,false
"fuel_QUINTERO_1A_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,585.38,1000000,false
"fuel_QUINTERO_1B_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,586.93,1000000,false
"fuel_QUINTERO_1B_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,444.6,1000000,false
"fuel_QUINTERO_1B_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,349.6,1000000,false
"fuel_QUINTERO_1B_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,500.26,1000000,false
"fuel_QUINTERO_1B_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.23,1000000,false
"fuel_QUINTERO_1B_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,650.93,1000000,false
"fuel_QUINTERO_1B_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,585.38,1000000,false
"fuel_SAN_ISIDRO_2-TG_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,586.93,1000000,false
"fuel_SAN_ISIDRO_2-TG_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,444.6,1000000,false
"fuel_SAN_ISIDRO_2-TG_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,349.6,1000000,false
"fuel_SAN_ISIDRO_2-TG_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,500.26,1000000,false
"fuel_SAN_ISIDRO_2-TG_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.23,1000000,false
"fuel_SAN_ISIDRO_2-TG_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,650.93,1000000,false
"fuel_SAN_ISIDRO_2-TG_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,585.38,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,586.93,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,444.6,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,349.6,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,500.26,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.23,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,650.93,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,585.38,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV-FSTVU_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,586.93,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV-FSTVU_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,444.6,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV-FSTVU_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,349.6,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV-FSTVU_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,500.26,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV-FSTVU_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.23,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV-FSTVU_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,650.93,1000000,false
"fuel_SAN_ISIDRO_2-TG+TV-FSTVU_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,585.38,1000000,false
"fuel_SAN_ISIDRO-FA_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,586.93,1000000,false
"fuel_SAN_ISIDRO-FA_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,444.6,1000000,false
"fuel_SAN_ISIDRO-FA_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,349.6,1000000,false
"fuel_SAN_ISIDRO-FA_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,500.26,1000000,false
"fuel_SAN_ISIDRO-FA_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.23,1000000,false
"fuel_SAN_ISIDRO-FA_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,650.93,1000000,false
"fuel_SAN_ISIDRO-FA_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,585.38,1000000,false
"fuel_SAN_ISIDRO-TG_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,586.93,1000000,false
"fuel_SAN_ISIDRO-TG_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,444.6,1000000,false
"fuel_SAN_ISIDRO-TG_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,349.6,1000000,false
"fuel_SAN_ISIDRO-TG_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,500.26,1000000,false
"fuel_SAN_ISIDRO-TG_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.23,1000000,false
"fuel_SAN_ISIDRO-TG_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,650.93,1000000,false
"fuel_SAN_ISIDRO-TG_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,585.38,1000000,false
"fuel_SAN_ISIDRO-TG+TV_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,586.93,1000000,false
"fuel_SAN_ISIDRO-TG+TV_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,444.6,1000000,false
"fuel_SAN_ISIDRO-TG+TV_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,349.6,1000000,false
"fuel_SAN_ISIDRO-TG+TV_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,500.26,1000000,false
"fuel_SAN_ISIDRO-TG+TV_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.23,1000000,false
"fuel_SAN_ISIDRO-TG+TV_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,650.93,1000000,false
"fuel_SAN_ISIDRO-TG+TV_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,585.38,1000000,false
"fuel_SAN_ISIDRO-TG+TV-FSTVD_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,586.93,1000000,false
"fuel_SAN_ISIDRO-TG+TV-FSTVD_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,444.6,1000000,false
"fuel_SAN_ISIDRO-TG+TV-FSTVD_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,349.6,1000000,false
"fuel_SAN_ISIDRO-TG+TV-FSTVD_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,500.26,1000000,false
"fuel_SAN_ISIDRO-TG+TV-FSTVD_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.23,1000000,false
"fuel_SAN_ISIDRO-TG+TV-FSTVD_GNL_F",1970-01-01-00:00,2100-01-01-00:00,true,gnl,650.93,1000000,false
"fuel_SAN_ISIDRO-TG+TV-FSTVD_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,585.38,1000000,false
